Idade,Faixa idade,Gênero,UF,Nível de Ensino,Área de Formação,Situação atual de trabalho,Setor,Número de Funcionários,Gestor?,Cargo como Gestor,Cargo Atual,Senioridade,Faixa salarial,Experiência na área de dados,Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?,Forma de trabalho,Forma de trabalho ideal,Qual o número aproximado de pessoas que atuam com dados na sua empresa hoje,Atuaçao,Quais das fontes de dados listadas você já analisou ou processou no trabalho,Dados relacionais,Dados em bancos NoSQL,Imagens,Textos/Documentos,Vídeos,Áudios,Planilhas,Dados georeferenciados,"Entre as fontes de dados listadas, quais você utiliza na maior parte do tempo?",Dados relacionais,Dados em bancos NoSQL,Imagens,Textos/Documentos,Vídeos,Áudios,Planilhas,Dados georeferenciados,Quais das linguagens listadas abaixo você utiliza no trabalho?,SQL,R,Python,C/C++/C#,.NET,Java,Julia,SAS/Stata,Visual Basic/VBA,Scala,Matlab,PHP,Javascript,Não utilizo nenhuma linguagem,"Entre as linguagens listadas abaixo, qual é a que você mais utiliza no trabalho?",SQL,R,Python,C/C++/C#,.NET,Java,Julia,SAS/Stata,Visual Basic/VBA,Scala,Matlab,PHP,Javascript,Não utilizo nenhuma linguagem,Quais dos bancos de dados/fontes de dados listados abaixo você utiliza no trabalho?,MySQL,Oracle,SQL SERVER,SAP,Amazon Aurora ou RDS,Amazon DynamoDB,CoachDB,Cassandra,MongoDB,MariaDB,Datomic,S3,PostgreSQL,ElasticSearch,DB2,Microsoft Access,SQLite,Sybase,Firebase,Vertica,Redis,Neo4J,Google BigQuery,Google Firestore,Amazon Redshift,Amazon Athena,Snowflake,Databricks,HBase,Presto,Splunk,SAP HANA,Hive,Firebird,Quais das opções de Cloud listadas abaixo você utiliza no trabalho?,AWS,Google Cloud,Azure,Oracle Cloud,IBM,Servidores On Premise/Não utilizamos Cloud,Cloud Própria
31,30-34,Feminino,SP,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Telecomunicação,Acima de 3000,0,,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Menos de 1 ano,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos, Planilhas, Dados georeferenciados",1,0,0,1,0,0,1,1,"Dados relacionais (estruturados em bancos SQL), Dados georeferenciados",1,0,0,0,0,0,0,1,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Google BigQuery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Google Cloud (GCP),0,1,0,0,0,0,0
25,25-29,Feminino,SP,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil (PJ),Tecnologia/Fábrica de Software,de 101 a 500,0,,Analista de Negócios/Business Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo 100% remoto,,Análise de Dados,Planilhas,0,0,0,0,0,0,1,0,Dados relacionais (estruturados em bancos SQL),1,0,0,0,0,0,0,0,Visual Basic/VBA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Visual Basic/VBA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Servidores On Premise/Não utilizamos Cloud,0,0,0,0,0,1,0
24,22-24,Masculino,RJ,Estudante de Graduação,Outras Engenharias,Estagiário,Outro,de 11 a 50,0,,Engenheiro de Dados/Data Engineer,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Menos de 1 ano,Modelo 100% remoto,Modelo 100% remoto,,Engenharia de Dados,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MySQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Amazon Web Services (AWS), Servidores On Premise/Não utilizamos Cloud",1,0,0,0,0,1,0
29,25-29,Masculino,SP,Pós-graduação,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,de 501 a 1000,0,,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto,,Ciência de Dados,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos, Imagens, Planilhas, Dados georeferenciados",1,0,1,1,0,0,1,1,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos",1,0,0,1,0,0,0,0,"SQL, Python",1,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Databricks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Servidores On Premise/Não utilizamos Cloud,0,0,0,0,0,1,0
38,35-39,Masculino,RS,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,"Desempregado, buscando recolocação",,,,,,,,,,,,,Buscando emprego na área de dados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,35-39,Masculino,PR,Graduação/Bacharelado,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Estagiário,Marketing,de 101 a 500,0,,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo 100% remoto,,Análise de Dados,Planilhas,0,0,0,0,0,0,1,0,Planilhas,0,0,0,0,0,0,1,0,JavaScript,0,0,0,0,0,1,0,0,0,0,0,0,1,0,JavaScript,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Google BigQuery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Google Cloud (GCP),0,1,0,0,0,0,0
25,25-29,Masculino,RJ,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,de 11 a 50,0,,Analista de Dados/Data Analyst,Pleno,Menos de R$ 1.000/mês,Menos de 1 ano,Menos de 1 ano,Modelo 100% remoto,Modelo híbrido com dias fixos de trabalho presencial,,Análise de Dados,Planilhas,0,0,0,0,0,0,1,0,Planilhas,0,0,0,0,0,0,1,0,"R, Python",0,1,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Google BigQuery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Azure (Microsoft),0,0,1,0,0,0,0
41,40-44,Masculino,DF,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3000,0,,Outro,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,,Outra,"Planilhas, Dados relacionais (estruturados em bancos SQL), Textos/Documentos",1,0,0,1,0,0,1,0,Planilhas,0,0,0,0,0,0,1,0,"SQL, SAS/Stata",1,0,0,0,0,0,0,1,0,0,0,0,0,0,SAS/Stata,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"DB2, Hive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Azure (Microsoft),0,0,1,0,0,0,0
31,30-34,Masculino,SP,Mestrado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,Acima de 3000,0,,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo 100% remoto,,Análise de Dados,"Planilhas, Imagens, Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Textos/Documentos, Vídeos",1,1,1,1,1,0,1,0,"Planilhas, Dados relacionais (estruturados em bancos SQL)",1,0,0,0,0,0,1,0,"SQL, R, Python, SAS/Stata",1,1,1,0,0,0,0,1,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Hive, Oracle, DB2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cloud Própria,0,0,0,0,0,0,1
30,30-34,Feminino,RJ,Pós-graduação,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,de 101 a 500,0,,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo 100% remoto,,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos, Planilhas",1,0,0,1,0,0,1,0,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"PostgreSQL, Oracle, SQL SERVER, Google BigQuery",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Amazon Web Services (AWS),1,0,0,0,0,0,0
30,30-34,Masculino,SP,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Setor Alimentício,Acima de 3000,0,,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial,,Análise de Dados,"Planilhas, Dados relacionais (estruturados em bancos SQL)",1,0,0,0,0,0,1,0,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"SQL, Python",1,0,1,0,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Google BigQuery, PostgreSQL, MongoDB, MySQL, Elasticsearch, DynamoDB, SAP HANA, S3, Oracle",1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Google Cloud (GCP),0,1,0,0,0,0,0
29,25-29,Feminino,RS,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Agronegócios,Acima de 3000,0,,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Planilhas, Textos/Documentos",1,0,0,1,0,0,1,0,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"SQL SERVER, SAP HANA",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Cloud Própria,0,0,0,0,0,0,1
33,30-34,Masculino,RJ,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Área da Saúde,de 101 a 500,0,,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,"Planilhas, Textos/Documentos",0,0,0,1,0,0,1,0,Planilhas,0,0,0,0,0,0,1,0,Não utilizo nenhuma das linguagens listadas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Não utilizo nenhuma das linguagens listadas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Oracle,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Servidores On Premise/Não utilizamos Cloud,0,0,0,0,0,1,0
32,30-34,Feminino,SP,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Finanças ou Bancos,Acima de 3000,0,,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo 100% remoto,,Ciência de Dados,"Dados relacionais (estruturados em bancos SQL), Imagens, Textos/Documentos, Planilhas",1,0,1,1,0,0,1,0,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"Python, SQL, SAS/Stata",1,0,1,0,0,0,0,1,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Sybase, SQL SERVER",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Azure (Microsoft), Amazon Web Services (AWS), Google Cloud (GCP)",1,1,1,0,0,0,0
32,30-34,Masculino,MG,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,0,,Engenheiro de Dados/Data Engineer,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,de 6 a 10 anos,Modelo 100% remoto,Modelo híbrido com dias fixos de trabalho presencial,,Engenharia de Dados,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Textos/Documentos, Planilhas, Dados georeferenciados",1,1,0,1,0,0,1,1,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"SQL, Python, Java",1,0,1,0,0,1,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"MongoDB, Google BigQuery",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Google Cloud (GCP),0,1,0,0,0,0,0
34,30-34,Masculino,PB,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Público,Acima de 3000,0,,Engenheiro de Machine Learning/ML Engineer,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Menos de 1 ano,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Ciência de Dados,"Dados relacionais (estruturados em bancos SQL), Imagens, Textos/Documentos, Planilhas",1,0,1,1,0,0,1,0,"Imagens, Dados relacionais (estruturados em bancos SQL)",1,0,1,0,0,0,0,0,"Python, SQL",1,0,1,0,0,0,0,0,0,0,0,0,0,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"PostgreSQL, Oracle, S3, Hive",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Servidores On Premise/Não utilizamos Cloud,0,0,0,0,0,1,0
25,25-29,Masculino,SP,Graduação/Bacharelado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,de 11 a 50,0,,Engenheiro de Dados/Data Engineer,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,de 4 a 5 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial,,Engenharia de Dados,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Imagens, Textos/Documentos",1,1,1,1,0,0,0,0,"Dados armazenados em bancos NoSQL, Planilhas",0,1,0,0,0,0,1,0,"SQL, Python, C/C++/C#, Java, Scala, JavaScript",1,0,1,1,0,1,0,0,0,1,0,0,1,0,Python,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Presto, Databricks, Redis, PostgreSQL, MySQL, SQL SERVER",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Azure (Microsoft),0,0,1,0,0,0,0
36,35-39,Masculino,GO,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Telecomunicação,Acima de 3000,0,,Engenheiro de Dados/Data Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto,,Engenharia de Dados,"Áudios, Dados relacionais (estruturados em bancos SQL), Textos/Documentos",1,0,0,1,0,1,0,0,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos",1,0,0,1,0,0,0,0,"SQL, Python, SAS/Stata",1,0,1,0,0,0,0,1,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"SQL SERVER, HBase, Hive, Oracle",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Servidores On Premise/Não utilizamos Cloud,0,0,0,0,0,1,0
31,30-34,Masculino,SP,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Internet/Ecommerce,de 101 a 500,0,,Engenheiro de Dados/Data Engineer,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo 100% remoto,,Engenharia de Dados,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL, Textos/Documentos, Planilhas",1,1,0,1,0,0,1,0,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL",1,1,0,0,0,0,0,0,"SQL, Python",1,0,1,0,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"S3, Amazon Redshift, Google BigQuery, Amazon Aurora ou RDS, MySQL, Hive",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"Google Cloud (GCP), Amazon Web Services (AWS)",1,1,0,0,0,0,0
34,30-34,Masculino,SC,Estudante de Graduação,Outras,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 11 a 50,1,Gerente/Head/Diretor/VP,,,de R$ 6.001/mês a R$ 8.000/mês,Não tenho experiência na área de dados,de 4 a 5 anos,Modelo 100% remoto,Modelo 100% remoto,Ainda não temos pessoas atuando com dados na empresa,Gestor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,35-39,Masculino,RJ,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outro,de 51 a 100,0,,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 6 a 10 anos,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos, Planilhas, Dados georeferenciados",1,0,0,1,0,0,1,1,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,"SQL, Visual Basic/VBA",1,0,0,0,0,0,0,0,1,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Microsoft Access, SQL SERVER, Oracle",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oracle Cloud, Cloud Própria, Servidores On Premise/Não utilizamos Cloud",0,0,0,1,0,1,1
27,25-29,Feminino,RS,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Tecnologia/Fábrica de Software,de 501 a 1000,0,,Analista de Negócios/Business Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Planilhas, Textos/Documentos",1,0,0,1,0,0,1,0,"Dados relacionais (estruturados em bancos SQL), Planilhas",1,0,0,0,0,0,1,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MySQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Servidores On Premise/Não utilizamos Cloud, Amazon Web Services (AWS)",1,0,0,0,0,1,0
23,22-24,Feminino,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,de 501 a 1000,0,,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,Menos de 1 ano,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,"Planilhas, Dados relacionais (estruturados em bancos SQL)",1,0,0,0,0,0,1,0,"Planilhas, Dados relacionais (estruturados em bancos SQL)",1,0,0,0,0,0,1,0,"SQL, Python",1,0,1,0,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"PostgreSQL, Amazon Redshift",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Amazon Web Services (AWS),1,0,0,0,0,0,0
31,30-34,Masculino,PE,Mestrado,Química / Física,Trabalho na área Acadêmica/Pesquisador,,,,,,,,,,,,,Buscando emprego na área de dados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,25-29,Masculino,PE,Mestrado,Outras Engenharias,"Desempregado, buscando recolocação",,,,,,,,,,,,,Buscando emprego na área de dados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,30-34,Feminino,MG,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Somente Estudante (pós-graduação),,,,,,,,,,,,,Buscando emprego na área de dados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35-39,Masculino,Exterior,Mestrado,Estatística/ Matemática / Matemática Computacional,Trabalho na área Acadêmica/Pesquisador,,,,,,,,,,,,,Buscando emprego na área de dados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,35-39,Masculino,RJ,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Área da Saúde,Acima de 3000,0,,Analista de Dados/Data Analyst,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,"Dados relacionais (estruturados em bancos SQL), Planilhas, Dados armazenados em bancos NoSQL",1,1,0,0,0,0,1,0,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL",1,1,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oracle, SQL SERVER",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oracle Cloud,0,0,0,1,0,0,0
25,25-29,Masculino,RS,Não tenho graduação formal,,"Desempregado, buscando recolocação",,,,,,,,,,,,,Buscando emprego na área de dados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,25-29,Feminino,PR,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Marketing,de 501 a 1000,0,,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),,Análise de Dados,"Dados georeferenciados, Planilhas, Textos/Documentos, Imagens",0,0,1,1,0,0,1,1,Dados georeferenciados,0,0,0,0,0,0,0,1,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Google BigQuery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Google Cloud (GCP),0,1,0,0,0,0,0
25,25-29,Feminino,SP,Mestrado,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Somente Estudante (pós-graduação),,,,,,,,,,,,,Buscando emprego na área de dados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
